City,Region,Population,link
Kinshasa / Capital,Kinshasa,"14,970,000",https://www.worlddata.info/africa/congo-kinshasa/index.php
Lubumbashi,Katanga,"1,794,000",https://www.worlddata.info/africa/congo-kinshasa/index.php
Mbuji-Mayi,Kasaï-Oriental,"875,000",https://www.worlddata.info/africa/congo-kinshasa/index.php
Kisangani,Eastern Province,"539,000",https://www.worlddata.info/africa/congo-kinshasa/index.php
Masina,Kinshasa,"485,000",https://www.worlddata.info/africa/congo-kinshasa/index.php
Kananga,Kasaï-Occidental,"464,000",https://www.worlddata.info/africa/congo-kinshasa/index.php
Likasi,Katanga,"422,000",https://www.worlddata.info/africa/congo-kinshasa/index.php
Kolwezi,Katanga,"418,000",https://www.worlddata.info/africa/congo-kinshasa/index.php
Tshikapa,Kasaï-Occidental,"267,000",https://www.worlddata.info/africa/congo-kinshasa/index.php
Bukavu,South Kivu,"225,000",https://www.worlddata.info/africa/congo-kinshasa/index.php
Mwene-Ditu,Kasaï-Oriental,"189,000",https://www.worlddata.info/africa/congo-kinshasa/index.php
Kikwit,Bandundu,"187,000",https://www.worlddata.info/africa/congo-kinshasa/index.php
Mbandaka,Équateur,"184,000",https://www.worlddata.info/africa/congo-kinshasa/index.php
Matadi,Bas-Congo,"180,000",https://www.worlddata.info/africa/congo-kinshasa/index.php
Uvira,South Kivu,"170,000",https://www.worlddata.info/africa/congo-kinshasa/index.php
Butembo,Nord Kivu,"155,000",https://www.worlddata.info/africa/congo-kinshasa/index.php
Gandajika,Kasaï-Oriental,"154,000",https://www.worlddata.info/africa/congo-kinshasa/index.php
Kalemie,Katanga,"147,000",https://www.worlddata.info/africa/congo-kinshasa/index.php
Goma,Nord Kivu,"144,000",https://www.worlddata.info/africa/congo-kinshasa/index.php
Kindu,Maniema,"136,000",https://www.worlddata.info/africa/congo-kinshasa/index.php
Isiro,Eastern Province,"127,000",https://www.worlddata.info/africa/congo-kinshasa/index.php
Bandundu,Bandundu,"118,000",https://www.worlddata.info/africa/congo-kinshasa/index.php
Gemena,Équateur,"118,000",https://www.worlddata.info/africa/congo-kinshasa/index.php
Ilebo,Kasaï-Occidental,"107,000",https://www.worlddata.info/africa/congo-kinshasa/index.php
Bunia,Eastern Province,"97,000",https://www.worlddata.info/africa/congo-kinshasa/index.php
Bumba,Équateur,"96,000",https://www.worlddata.info/africa/congo-kinshasa/index.php
Beni,Nord Kivu,"90,000",https://www.worlddata.info/africa/congo-kinshasa/index.php
Mbanza-Ngungu,Bas-Congo,"86,000",https://www.worlddata.info/africa/congo-kinshasa/index.php
Djibouti / Capital,Djibouti,"219,000",https://www.worlddata.info/africa/djibouti/index.php
'Ali Sabieh,Ali Sabieh,"40,000",https://www.worlddata.info/africa/djibouti/index.php
Danan,Ali Sabieh,"40,000",https://www.worlddata.info/africa/djibouti/index.php
Tadjoura,Tadjourah,"22,000",https://www.worlddata.info/africa/djibouti/index.php
Obock,Obock,"18,000",https://www.worlddata.info/africa/djibouti/index.php
Dikhil,Dikhil,"12,000",https://www.worlddata.info/africa/djibouti/index.php
‘Arta,Arta,"6,030",https://www.worlddata.info/africa/djibouti/index.php
Holhol,Ali Sabieh,"3,520",https://www.worlddata.info/africa/djibouti/index.php
Goubétto,Ali Sabieh,"2,000",https://www.worlddata.info/africa/djibouti/index.php
Dorra,Tadjourah,"1,870",https://www.worlddata.info/africa/djibouti/index.php
Gâlâfi,Dikhil,"1,850",https://www.worlddata.info/africa/djibouti/index.php
Loyada,Djibouti,"1,650",https://www.worlddata.info/africa/djibouti/index.php
Alaili Dadda`,Obock,"1,460",https://www.worlddata.info/africa/djibouti/index.php
Cairo / Capital,Nile Delta,"9,540,000",https://www.worlddata.info/africa/egypt/index.php
Alexandria,Nile Delta,"5,200,000",https://www.worlddata.info/africa/egypt/index.php
Giza,Western Desert,"4,522,000",https://www.worlddata.info/africa/egypt/index.php
Port Said,Nile Delta,"571,000",https://www.worlddata.info/africa/egypt/index.php
Suez,Eastern Desert / Red Sea,"512,000",https://www.worlddata.info/africa/egypt/index.php
Al Mahallah al Kubra,Nile Delta,"431,000",https://www.worlddata.info/africa/egypt/index.php
Luxor,Nile Valley,"422,000",https://www.worlddata.info/africa/egypt/index.php
Asyut,Nile Valley,"421,000",https://www.worlddata.info/africa/egypt/index.php
Al Mansurah,Nile Delta,"420,000",https://www.worlddata.info/africa/egypt/index.php
Tanda,Nile Delta,"405,000",https://www.worlddata.info/africa/egypt/index.php
Al Fayyum,Nile Valley,"306,000",https://www.worlddata.info/africa/egypt/index.php
Zagazig,Nile Delta,"303,000",https://www.worlddata.info/africa/egypt/index.php
Ismailia,Nile Delta,"293,000",https://www.worlddata.info/africa/egypt/index.php
Aswan,Nile Valley,"266,000",https://www.worlddata.info/africa/egypt/index.php
Qina,Nile Valley,"235,000",https://www.worlddata.info/africa/egypt/index.php
Damanhur,Nile Delta,"228,000",https://www.worlddata.info/africa/egypt/index.php
Al Minya,Nile Valley,"227,000",https://www.worlddata.info/africa/egypt/index.php
Damietta,Nile Delta,"207,000",https://www.worlddata.info/africa/egypt/index.php
Sohag,Nile Valley,"190,000",https://www.worlddata.info/africa/egypt/index.php
Bani Suwayf,Nile Valley,"190,000",https://www.worlddata.info/africa/egypt/index.php
Shibin al Kawm,Nile Delta,"186,000",https://www.worlddata.info/africa/egypt/index.php
Banha,Nile Delta,"158,000",https://www.worlddata.info/africa/egypt/index.php
Kafr ash Shaykh,Nile Delta,"144,000",https://www.worlddata.info/africa/egypt/index.php
Arish,Sinai Peninsula,"129,000",https://www.worlddata.info/africa/egypt/index.php
Malabo / Capital,Bioko Norte,"187,000",https://www.worlddata.info/africa/equatorial-guinea/index.php
Bata,Litoral,"173,000",https://www.worlddata.info/africa/equatorial-guinea/index.php
Ebebiyin,Kié-Ntem,"25,000",https://www.worlddata.info/africa/equatorial-guinea/index.php
Aconibe,Wele-Nzas,"11,000",https://www.worlddata.info/africa/equatorial-guinea/index.php
Añisoc,Wele-Nzas,"10,000",https://www.worlddata.info/africa/equatorial-guinea/index.php
Luba,Bioko Sur,"8,660",https://www.worlddata.info/africa/equatorial-guinea/index.php
Evinayong,Centro Sur,"8,460",https://www.worlddata.info/africa/equatorial-guinea/index.php
Mongomo,Wele-Nzas,"6,390",https://www.worlddata.info/africa/equatorial-guinea/index.php
Mikomeseng,Kié-Ntem,"5,810",https://www.worlddata.info/africa/equatorial-guinea/index.php
Rebola,Bioko Norte,"5,450",https://www.worlddata.info/africa/equatorial-guinea/index.php
Palé,Annobón,"4,430",https://www.worlddata.info/africa/equatorial-guinea/index.php
Mbini,Litoral,"4,060",https://www.worlddata.info/africa/equatorial-guinea/index.php
Nsok,Wele-Nzas,"3,770",https://www.worlddata.info/africa/equatorial-guinea/index.php
Ayene,Wele-Nzas,"3,480",https://www.worlddata.info/africa/equatorial-guinea/index.php
Machinda,Litoral,"2,900",https://www.worlddata.info/africa/equatorial-guinea/index.php
Acurenam,Centro Sur,"2,740",https://www.worlddata.info/africa/equatorial-guinea/index.php
Santiago de Baney,Bioko Norte,"2,370",https://www.worlddata.info/africa/equatorial-guinea/index.php
Bicurga,Centro Sur,"2,320",https://www.worlddata.info/africa/equatorial-guinea/index.php
Nsang,Kié-Ntem,"2,120",https://www.worlddata.info/africa/equatorial-guinea/index.php
Ncue,"","1,680",https://www.worlddata.info/africa/equatorial-guinea/index.php
Bitica,"","1,460",https://www.worlddata.info/africa/equatorial-guinea/index.php
Río Campo,"","1,110",https://www.worlddata.info/africa/equatorial-guinea/index.php
Asmara / Capital,Maekel Region,"963,000",https://www.worlddata.info/africa/eritrea/index.php
Keren,Anseba,"75,000",https://www.worlddata.info/africa/eritrea/index.php
Massawa,Northern Red Sea Region,"23,000",https://www.worlddata.info/africa/eritrea/index.php
Assab,Southern Red Sea Region,"21,000",https://www.worlddata.info/africa/eritrea/index.php
Mendefera,Debub,"18,000",https://www.worlddata.info/africa/eritrea/index.php
Barentu,Gash Barka,"16,000",https://www.worlddata.info/africa/eritrea/index.php
Adi Keyh,Debub,"13,000",https://www.worlddata.info/africa/eritrea/index.php
Edd,Southern Red Sea Region,"11,000",https://www.worlddata.info/africa/eritrea/index.php
Dek'emhare,Debub,"11,000",https://www.worlddata.info/africa/eritrea/index.php
Ak’ordat,Gash Barka,"8,860",https://www.worlddata.info/africa/eritrea/index.php
Mbabane / Capital,Hhohho,"95,000",https://www.worlddata.info/africa/eswatini/index.php
Lobamba / seat of government,Hhohho,"4,560",https://www.worlddata.info/africa/eswatini/index.php
Manzini,Manzini,"111,000",https://www.worlddata.info/africa/eswatini/index.php
Big Bend,Lubombo,"10,000",https://www.worlddata.info/africa/eswatini/index.php
Malkerns,Manzini,"9,720",https://www.worlddata.info/africa/eswatini/index.php
Mhlume,Lubombo,"8,650",https://www.worlddata.info/africa/eswatini/index.php
Hluti,Shiselweni,"6,760",https://www.worlddata.info/africa/eswatini/index.php
Siteki,Lubombo,"6,150",https://www.worlddata.info/africa/eswatini/index.php
Piggs Peak,Hhohho,"5,750",https://www.worlddata.info/africa/eswatini/index.php
Vuvulane,Lubombo,"4,160",https://www.worlddata.info/africa/eswatini/index.php
Kwaluseni,Manzini,"3,400",https://www.worlddata.info/africa/eswatini/index.php
Bhunya,Manzini,"3,050",https://www.worlddata.info/africa/eswatini/index.php
Mhlambanyatsi,Manzini,"2,890",https://www.worlddata.info/africa/eswatini/index.php
Hlatikulu,Shiselweni,"2,750",https://www.worlddata.info/africa/eswatini/index.php
Bulembu,Hhohho,"2,260",https://www.worlddata.info/africa/eswatini/index.php
Kubuta,Shiselweni,"2,040",https://www.worlddata.info/africa/eswatini/index.php
Lavumisa,"","2,000",https://www.worlddata.info/africa/eswatini/index.php
Tshaneni,"","1,900",https://www.worlddata.info/africa/eswatini/index.php
Sidvokodvo,"","1,750",https://www.worlddata.info/africa/eswatini/index.php
Darkton,"","1,280",https://www.worlddata.info/africa/eswatini/index.php
Addis Ababa / Capital,Adis Abeba,"3,352,000",https://www.worlddata.info/africa/ethiopia/index.php
Dire Dawa,Dire Dawa,"252,000",https://www.worlddata.info/africa/ethiopia/index.php
Mekele,Tigray,"216,000",https://www.worlddata.info/africa/ethiopia/index.php
Nazret,Oromiya,"214,000",https://www.worlddata.info/africa/ethiopia/index.php
Bahir Dar,Amhara,"169,000",https://www.worlddata.info/africa/ethiopia/index.php
Gondar,Amhara,"154,000",https://www.worlddata.info/africa/ethiopia/index.php
Dese,Amhara,"136,000",https://www.worlddata.info/africa/ethiopia/index.php
Hawassa,"Southern Nations, Nationalities","133,000",https://www.worlddata.info/africa/ethiopia/index.php
Jima,Oromiya,"128,000",https://www.worlddata.info/africa/ethiopia/index.php
Bishoftu,Oromiya,"104,000",https://www.worlddata.info/africa/ethiopia/index.php
Kombolcha,Amhara,"94,000",https://www.worlddata.info/africa/ethiopia/index.php
Harar,Harari,"90,000",https://www.worlddata.info/africa/ethiopia/index.php
Shashemene,Oromiya,"86,000",https://www.worlddata.info/africa/ethiopia/index.php
Arba Minch',"Southern Nations, Nationalities","70,000",https://www.worlddata.info/africa/ethiopia/index.php
Adigrat,Tigray,"65,000",https://www.worlddata.info/africa/ethiopia/index.php
Debre Mark’os,Amhara,"60,000",https://www.worlddata.info/africa/ethiopia/index.php
Jijiga,Somali,"57,000",https://www.worlddata.info/africa/ethiopia/index.php
Inda Silase,Tigray,"50,000",https://www.worlddata.info/africa/ethiopia/index.php
Dila,"Southern Nations, Nationalities","47,000",https://www.worlddata.info/africa/ethiopia/index.php
Gambela,Gambela,"42,000",https://www.worlddata.info/africa/ethiopia/index.php
Aksum,Tigray,"41,000",https://www.worlddata.info/africa/ethiopia/index.php
Yirga ‘Alem,"Southern Nations, Nationalities","36,000",https://www.worlddata.info/africa/ethiopia/index.php
Asosa,Binshangul Gumuz,"31,000",https://www.worlddata.info/africa/ethiopia/index.php
Libreville / Capital,Estuaire,"704,000",https://www.worlddata.info/africa/gabon/index.php
Port-Gentil,Ogooué-Maritime,"109,000",https://www.worlddata.info/africa/gabon/index.php
Franceville,Haut-Ogooué,"43,000",https://www.worlddata.info/africa/gabon/index.php
Oyem,Woleu-Ntem,"31,000",https://www.worlddata.info/africa/gabon/index.php
Moanda,Haut-Ogooué,"30,000",https://www.worlddata.info/africa/gabon/index.php
Mouila,Ngounié,"22,000",https://www.worlddata.info/africa/gabon/index.php
Lambaréné,Moyen-Ogooué,"21,000",https://www.worlddata.info/africa/gabon/index.php
Tchibanga,Nyanga,"19,000",https://www.worlddata.info/africa/gabon/index.php
Koulamoutou,Ogooué-Lolo,"16,000",https://www.worlddata.info/africa/gabon/index.php
Makokou,Ogooué-Ivindo,"14,000",https://www.worlddata.info/africa/gabon/index.php
Bitam,Woleu-Ntem,"10,000",https://www.worlddata.info/africa/gabon/index.php
Gamba,Ogooué-Maritime,"9,930",https://www.worlddata.info/africa/gabon/index.php
Mounana,Haut-Ogooué,"8,780",https://www.worlddata.info/africa/gabon/index.php
Ntoum,Estuaire,"8,570",https://www.worlddata.info/africa/gabon/index.php
Lastoursville,Ogooué-Lolo,"8,340",https://www.worlddata.info/africa/gabon/index.php
Okondja,Haut-Ogooué,"7,160",https://www.worlddata.info/africa/gabon/index.php
Ndendé,Ngounié,"6,200",https://www.worlddata.info/africa/gabon/index.php
Booué,Ogooué-Ivindo,"5,790",https://www.worlddata.info/africa/gabon/index.php
Fougamou,Ngounié,"5,650",https://www.worlddata.info/africa/gabon/index.php
Ndjolé,Moyen-Ogooué,"5,100",https://www.worlddata.info/africa/gabon/index.php
Mbigou,Ngounié,"4,130",https://www.worlddata.info/africa/gabon/index.php
Mayumba,Nyanga,"4,000",https://www.worlddata.info/africa/gabon/index.php
Mitzic,Woleu-Ntem,"3,890",https://www.worlddata.info/africa/gabon/index.php
Omboué,Ogooué-Maritime,"1,670",https://www.worlddata.info/africa/gabon/index.php
Cocobeach,Estuaire,"1,650",https://www.worlddata.info/africa/gabon/index.php
Banjul / Capital,Banjul,"31,000",https://www.worlddata.info/africa/gambia/index.php
Brikama,Western,"78,000",https://www.worlddata.info/africa/gambia/index.php
Bakau,Banjul,"43,000",https://www.worlddata.info/africa/gambia/index.php
Farafenni,North Bank,"30,000",https://www.worlddata.info/africa/gambia/index.php
Lamin,North Bank,"25,000",https://www.worlddata.info/africa/gambia/index.php
Sukuta,Western,"15,000",https://www.worlddata.info/africa/gambia/index.php
Basse Santa Su,Upper River,"14,000",https://www.worlddata.info/africa/gambia/index.php
Gunjur,Western,"14,000",https://www.worlddata.info/africa/gambia/index.php
Soma,Lower River,"9,870",https://www.worlddata.info/africa/gambia/index.php
Sabi,Upper River,"7,740",https://www.worlddata.info/africa/gambia/index.php
Bansang,Central River,"7,620",https://www.worlddata.info/africa/gambia/index.php
Abuko,Western,"6,570",https://www.worlddata.info/africa/gambia/index.php
Essau,North Bank,"5,910",https://www.worlddata.info/africa/gambia/index.php
Barra,North Bank,"5,320",https://www.worlddata.info/africa/gambia/index.php
Demba Kunda,Upper River,"4,820",https://www.worlddata.info/africa/gambia/index.php
Koina,Upper River,"3,870",https://www.worlddata.info/africa/gambia/index.php
Georgetown,Central River,"3,580",https://www.worlddata.info/africa/gambia/index.php
Sami,Central River,"2,790",https://www.worlddata.info/africa/gambia/index.php
Kerewan,North Bank,"2,750",https://www.worlddata.info/africa/gambia/index.php
Jarreng,Central River,"2,710",https://www.worlddata.info/africa/gambia/index.php
Baro Kunda,Lower River,"1,990",https://www.worlddata.info/africa/gambia/index.php
Mansa Konko,Lower River,"1,980",https://www.worlddata.info/africa/gambia/index.php
Accra / Capital,Greater Accra,"2,514,000",https://www.worlddata.info/africa/ghana/index.php
Kumasi,Ashanti,"3,348,000",https://www.worlddata.info/africa/ghana/index.php
Tema,Greater Accra,"293,000",https://www.worlddata.info/africa/ghana/index.php
Tamale,Northern,"223,000",https://www.worlddata.info/africa/ghana/index.php
Achiaman,Greater Accra,"203,000",https://www.worlddata.info/africa/ghana/index.php
Obuasi,Ashanti,"169,000",https://www.worlddata.info/africa/ghana/index.php
Cape Coast,Central,"143,000",https://www.worlddata.info/africa/ghana/index.php
Sekondi-Takoradi,Western,"139,000",https://www.worlddata.info/africa/ghana/index.php
Koforidua,Eastern,"122,000",https://www.worlddata.info/africa/ghana/index.php
Medina Estates,Greater Accra,"101,000",https://www.worlddata.info/africa/ghana/index.php
Takoradi,Western,"97,000",https://www.worlddata.info/africa/ghana/index.php
Wa,Upper West,"78,000",https://www.worlddata.info/africa/ghana/index.php
Ejura,Ashanti,"71,000",https://www.worlddata.info/africa/ghana/index.php
Sunyani,Brong-Ahafo,"70,000",https://www.worlddata.info/africa/ghana/index.php
Ho,Volta,"70,000",https://www.worlddata.info/africa/ghana/index.php
Techiman,Brong-Ahafo,"70,000",https://www.worlddata.info/africa/ghana/index.php
Berekum,Brong-Ahafo,"62,000",https://www.worlddata.info/africa/ghana/index.php
Nkawkaw,Eastern,"62,000",https://www.worlddata.info/africa/ghana/index.php
Akim Oda,Eastern,"61,000",https://www.worlddata.info/africa/ghana/index.php
Bawku,Upper East,"57,000",https://www.worlddata.info/africa/ghana/index.php
Hohoe,Volta,"56,000",https://www.worlddata.info/africa/ghana/index.php
Bolgatanga,Upper East,"54,000",https://www.worlddata.info/africa/ghana/index.php
Tafo,Ashanti,"50,000",https://www.worlddata.info/africa/ghana/index.php
Swedru,Central,"50,000",https://www.worlddata.info/africa/ghana/index.php
Suhum,Eastern,"49,000",https://www.worlddata.info/africa/ghana/index.php
Kintampo,Brong-Ahafo,"47,000",https://www.worlddata.info/africa/ghana/index.php
Conakry / Capital,Conakry,"1,661,000",https://www.worlddata.info/africa/guinea/index.php
Camayenne,Conakry,"1,871,000",https://www.worlddata.info/africa/guinea/index.php
Coyah,Kindia,"217,000",https://www.worlddata.info/africa/guinea/index.php
Nzérékoré,Nzerekore,"195,000",https://www.worlddata.info/africa/guinea/index.php
Kankan,Kankan,"191,000",https://www.worlddata.info/africa/guinea/index.php
Kindia,Kindia,"139,000",https://www.worlddata.info/africa/guinea/index.php
Siguiri,Kankan,"127,000",https://www.worlddata.info/africa/guinea/index.php
Gueckedou,Nzerekore,"79,000",https://www.worlddata.info/africa/guinea/index.php
Kamsar,Boke,"62,000",https://www.worlddata.info/africa/guinea/index.php
Labé,Labe,"59,000",https://www.worlddata.info/africa/guinea/index.php
Kissidougou,Faranah,"47,000",https://www.worlddata.info/africa/guinea/index.php
Fria,Boke,"44,000",https://www.worlddata.info/africa/guinea/index.php
Macenta,Nzerekore,"43,000",https://www.worlddata.info/africa/guinea/index.php
Mamou,Mamou,"42,000",https://www.worlddata.info/africa/guinea/index.php
Télimélé,Kindia,"30,000",https://www.worlddata.info/africa/guinea/index.php
Tougué,Labe,"26,000",https://www.worlddata.info/africa/guinea/index.php
Pita,Mamou,"20,000",https://www.worlddata.info/africa/guinea/index.php
Boké,Boke,"15,000",https://www.worlddata.info/africa/guinea/index.php
Kouroussa,Kankan,"14,000",https://www.worlddata.info/africa/guinea/index.php
Koundara,Boke,"14,000",https://www.worlddata.info/africa/guinea/index.php
Dabola,Faranah,"13,000",https://www.worlddata.info/africa/guinea/index.php
Forécariah,Kindia,"12,000",https://www.worlddata.info/africa/guinea/index.php
Beyla,Nzerekore,"12,000",https://www.worlddata.info/africa/guinea/index.php
Mandiana,Kankan,"11,000",https://www.worlddata.info/africa/guinea/index.php
Koubia,Labe,"9,910",https://www.worlddata.info/africa/guinea/index.php
Faranah,Faranah,"9,350",https://www.worlddata.info/africa/guinea/index.php
Bissau / Capital,Bissau,"396,000",https://www.worlddata.info/africa/guinea-bissau/index.php
Bafatá,Bafatá,"23,000",https://www.worlddata.info/africa/guinea-bissau/index.php
Gabú,Gabú,"14,000",https://www.worlddata.info/africa/guinea-bissau/index.php
Bissorã,Oio,"13,000",https://www.worlddata.info/africa/guinea-bissau/index.php
Bolama,Bolama and Bijagos,"11,000",https://www.worlddata.info/africa/guinea-bissau/index.php
Cacheu,Cacheu,"10,000",https://www.worlddata.info/africa/guinea-bissau/index.php
Catió,Tombali,"9,900",https://www.worlddata.info/africa/guinea-bissau/index.php
Bubaque,Bolama and Bijagos,"9,240",https://www.worlddata.info/africa/guinea-bissau/index.php
Mansôa,Oio,"7,820",https://www.worlddata.info/africa/guinea-bissau/index.php
Buba,Quinara,"7,780",https://www.worlddata.info/africa/guinea-bissau/index.php
Quebo,Tombali,"7,070",https://www.worlddata.info/africa/guinea-bissau/index.php
Canchungo,Cacheu,"6,850",https://www.worlddata.info/africa/guinea-bissau/index.php
Farim,Oio,"6,790",https://www.worlddata.info/africa/guinea-bissau/index.php
Quinhámel,Biombo,"3,130",https://www.worlddata.info/africa/guinea-bissau/index.php
Yamoussoukro / Capital,Lacs,"282,000",https://www.worlddata.info/africa/ivory-coast/index.php
Abidjan,Lagunes,"3,677,000",https://www.worlddata.info/africa/ivory-coast/index.php
Abobo,Lagunes,"900,000",https://www.worlddata.info/africa/ivory-coast/index.php
Bouaké,Vallée du Bandama,"567,000",https://www.worlddata.info/africa/ivory-coast/index.php
Daloa,Haut-Sassandra,"245,000",https://www.worlddata.info/africa/ivory-coast/index.php
Korhogo,Savanes,"243,000",https://www.worlddata.info/africa/ivory-coast/index.php
San-Pédro,Bas-Sassandra,"197,000",https://www.worlddata.info/africa/ivory-coast/index.php
Gagnoa,Fromager,"160,000",https://www.worlddata.info/africa/ivory-coast/index.php
Man,Dix-Huit Montagnes,"149,000",https://www.worlddata.info/africa/ivory-coast/index.php
Divo,Sud-Bandama,"105,000",https://www.worlddata.info/africa/ivory-coast/index.php
Anyama,Lagunes,"103,000",https://www.worlddata.info/africa/ivory-coast/index.php
Abengourou,Moyen-Comoé,"101,000",https://www.worlddata.info/africa/ivory-coast/index.php
Agboville,Agnéby,"82,000",https://www.worlddata.info/africa/ivory-coast/index.php
Grand-Bassam,Sud-Comoé,"74,000",https://www.worlddata.info/africa/ivory-coast/index.php
Dabou,Lagunes,"70,000",https://www.worlddata.info/africa/ivory-coast/index.php
Dimbokro,Lacs,"67,000",https://www.worlddata.info/africa/ivory-coast/index.php
Ferkessédougou,Savanes,"62,000",https://www.worlddata.info/africa/ivory-coast/index.php
Bouaflé,Marahoué,"61,000",https://www.worlddata.info/africa/ivory-coast/index.php
Sinfra,Zanzan,"60,000",https://www.worlddata.info/africa/ivory-coast/index.php
Katiola,Vallée du Bandama,"60,000",https://www.worlddata.info/africa/ivory-coast/index.php
Soubré,Bas-Sassandra,"58,000",https://www.worlddata.info/africa/ivory-coast/index.php
Bondoukou,Zanzan,"58,000",https://www.worlddata.info/africa/ivory-coast/index.php
Danané,Dix-Huit Montagnes,"54,000",https://www.worlddata.info/africa/ivory-coast/index.php
Oumé,Fromager,"52,000",https://www.worlddata.info/africa/ivory-coast/index.php
Séguéla,Worodougou,"51,000",https://www.worlddata.info/africa/ivory-coast/index.php
Odienné,Denguélé,"50,000",https://www.worlddata.info/africa/ivory-coast/index.php
Aboisso,Sud-Comoé,"38,000",https://www.worlddata.info/africa/ivory-coast/index.php
Touba,Bafing,"28,000",https://www.worlddata.info/africa/ivory-coast/index.php
Nairobi / Capital,Nairobi Area,"4,397,000",https://www.worlddata.info/africa/kenya/index.php
Mombasa,Coast,"915,000",https://www.worlddata.info/africa/kenya/index.php
Nakuru,Rift Valley,"286,000",https://www.worlddata.info/africa/kenya/index.php
Kisumu,Nyanza,"259,000",https://www.worlddata.info/africa/kenya/index.php
Eldoret,Rift Valley,"252,000",https://www.worlddata.info/africa/kenya/index.php
Kikuyu,Central,"190,000",https://www.worlddata.info/africa/kenya/index.php
Thika,Nairobi Area,"137,000",https://www.worlddata.info/africa/kenya/index.php
Garissa,North-Eastern,"110,000",https://www.worlddata.info/africa/kenya/index.php
Ngong,Rift Valley,"104,000",https://www.worlddata.info/africa/kenya/index.php
Karuri,Central,"100,000",https://www.worlddata.info/africa/kenya/index.php
Naivasha,Rift Valley,"92,000",https://www.worlddata.info/africa/kenya/index.php
Malindi,Coast,"84,000",https://www.worlddata.info/africa/kenya/index.php
Kitale,Rift Valley,"76,000",https://www.worlddata.info/africa/kenya/index.php
Nyeri,Central,"64,000",https://www.worlddata.info/africa/kenya/index.php
Kakamega,Western,"63,000",https://www.worlddata.info/africa/kenya/index.php
Mbale,Western,"60,000",https://www.worlddata.info/africa/kenya/index.php
Kapenguria,Rift Valley,"56,000",https://www.worlddata.info/africa/kenya/index.php
Bungoma,Western,"56,000",https://www.worlddata.info/africa/kenya/index.php
Busia,Western,"52,000",https://www.worlddata.info/africa/kenya/index.php
Ol Kalou,Central,"48,000",https://www.worlddata.info/africa/kenya/index.php
Meru,Central,"47,000",https://www.worlddata.info/africa/kenya/index.php
Kilifi,Coast,"46,000",https://www.worlddata.info/africa/kenya/index.php
Wajir,North-Eastern,"46,000",https://www.worlddata.info/africa/kenya/index.php
Voi,Coast,"45,000",https://www.worlddata.info/africa/kenya/index.php
Kericho,Rift Valley,"42,000",https://www.worlddata.info/africa/kenya/index.php
Machakos,Eastern,"42,000",https://www.worlddata.info/africa/kenya/index.php
Homa Bay,Nyanza,"40,000",https://www.worlddata.info/africa/kenya/index.php
Maseru / Capital,Maseru,"331,000",https://www.worlddata.info/africa/lesotho/index.php
Mafeteng,Mafeteng,"57,000",https://www.worlddata.info/africa/lesotho/index.php
Leribe,Leribe,"48,000",https://www.worlddata.info/africa/lesotho/index.php
Maputsoe,Leribe,"32,000",https://www.worlddata.info/africa/lesotho/index.php
Mohale’s Hoek,Mohale's Hoek District,"28,000",https://www.worlddata.info/africa/lesotho/index.php
Qacha’s Nek,Qacha's Nek,"26,000",https://www.worlddata.info/africa/lesotho/index.php
Quthing,Quthing,"24,000",https://www.worlddata.info/africa/lesotho/index.php
Butha-Buthe,Butha-Buthe,"16,000",https://www.worlddata.info/africa/lesotho/index.php
Nako,Maseru,"13,000",https://www.worlddata.info/africa/lesotho/index.php
Mokhotlong,Mokhotlong,"8,810",https://www.worlddata.info/africa/lesotho/index.php
Thaba-Tseka,Thaba-Tseka,"5,420",https://www.worlddata.info/africa/lesotho/index.php
Teyateyaneng,Berea,"5,120",https://www.worlddata.info/africa/lesotho/index.php
Monrovia / Capital,Montserrado,"1,011,000",https://www.worlddata.info/africa/liberia/index.php
Gbarnga,Bong,"46,000",https://www.worlddata.info/africa/liberia/index.php
Kakata,Margibi,"34,000",https://www.worlddata.info/africa/liberia/index.php
Bensonville City,Montserrado,"33,000",https://www.worlddata.info/africa/liberia/index.php
Harper City,Maryland,"33,000",https://www.worlddata.info/africa/liberia/index.php
Voinjama,Lofa,"27,000",https://www.worlddata.info/africa/liberia/index.php
Buchanan,Grand Bassa,"26,000",https://www.worlddata.info/africa/liberia/index.php
Zwedru,Grand Gedeh,"26,000",https://www.worlddata.info/africa/liberia/index.php
New Yekepa,Nimba,"25,000",https://www.worlddata.info/africa/liberia/index.php
Greenville,Sinoe,"16,000",https://www.worlddata.info/africa/liberia/index.php
Ganta,Nimba,"14,000",https://www.worlddata.info/africa/liberia/index.php
Robertsport,Grand Cape Mount,"12,000",https://www.worlddata.info/africa/liberia/index.php
Sanniquellie,Nimba,"11,000",https://www.worlddata.info/africa/liberia/index.php
Fish Town,River Gee,"3,330",https://www.worlddata.info/africa/liberia/index.php
Tubmanburg,Bomi,"3,160",https://www.worlddata.info/africa/liberia/index.php
Bopolu,Gbarpolu,"2,910",https://www.worlddata.info/africa/liberia/index.php
Barclayville,Grand Kru,"2,730",https://www.worlddata.info/africa/liberia/index.php
Cestos City,River Cess,"2,580",https://www.worlddata.info/africa/liberia/index.php
Tripoli / Capital,Tripoli,"1,126,000",https://www.worlddata.info/africa/libya/index.php
Benghazi,Banghazi,"651,000",https://www.worlddata.info/africa/libya/index.php
