City,Region,Population,link
Chernihiv,Chernihiv,"284,000",https://www.worlddata.info/europe/ukraine/index.php
Poltava,Poltava,"283,000",https://www.worlddata.info/europe/ukraine/index.php
Cherkasy,Cherkasy,"275,000",https://www.worlddata.info/europe/ukraine/index.php
Zaporizhzhya,Zaporizhia,"266,000",https://www.worlddata.info/europe/ukraine/index.php
Zhytomyr,Zhytomyr,"266,000",https://www.worlddata.info/europe/ukraine/index.php
Sumy,Sumy,"264,000",https://www.worlddata.info/europe/ukraine/index.php
Chernivtsi,Chernivtsi,"262,000",https://www.worlddata.info/europe/ukraine/index.php
Rivne,Rivne,"243,000",https://www.worlddata.info/europe/ukraine/index.php
Ivano-Frankivs’k,Ivano-Frankivsk,"233,000",https://www.worlddata.info/europe/ukraine/index.php
Kirovohrad,Kirovohrad,"225,000",https://www.worlddata.info/europe/ukraine/index.php
Ternopil’,Ternopil,"217,000",https://www.worlddata.info/europe/ukraine/index.php
Luts’k,Volyn,"213,000",https://www.worlddata.info/europe/ukraine/index.php
Bila Tserkva,Kiev,"205,000",https://www.worlddata.info/europe/ukraine/index.php
Uzhhorod,Zakarpattia,"112,000",https://www.worlddata.info/europe/ukraine/index.php
London / Capital,England,"8,962,000",https://www.worlddata.info/europe/united-kingdom/index.php
Glasgow,Scotland,"1,209,000",https://www.worlddata.info/europe/united-kingdom/index.php
Birmingham,England,"1,111,000",https://www.worlddata.info/europe/united-kingdom/index.php
Liverpool,England,"552,000",https://www.worlddata.info/europe/united-kingdom/index.php
Bristol,England,"536,000",https://www.worlddata.info/europe/united-kingdom/index.php
Sheffield,England,"518,000",https://www.worlddata.info/europe/united-kingdom/index.php
Manchester,England,"511,000",https://www.worlddata.info/europe/united-kingdom/index.php
Edinburgh,Scotland,"482,000",https://www.worlddata.info/europe/united-kingdom/index.php
Leeds,England,"475,000",https://www.worlddata.info/europe/united-kingdom/index.php
Leicester,England,"444,000",https://www.worlddata.info/europe/united-kingdom/index.php
Bradford,England,"350,000",https://www.worlddata.info/europe/united-kingdom/index.php
Cardiff,Wales,"335,000",https://www.worlddata.info/europe/united-kingdom/index.php
Belfast,Northern Ireland,"280,000",https://www.worlddata.info/europe/united-kingdom/index.php
Aberdeen,Scotland,"208,000",https://www.worlddata.info/europe/united-kingdom/index.php
,,,https://www.worlddata.info/europe/vatican/index.php
The Valley / Capital,,"2,810",https://www.worlddata.info/america/anguilla/index.php
Stoney Ground,,"1,550",https://www.worlddata.info/america/anguilla/index.php
The Farrington,,"1,200",https://www.worlddata.info/america/anguilla/index.php
George Hill,,"1,140",https://www.worlddata.info/america/anguilla/index.php
Island Harbour,,"1,110",https://www.worlddata.info/america/anguilla/index.php
Saint John’s / Capital,Saint John,"82,000",https://www.worlddata.info/america/antigua-barbuda/index.php
All Saints,Saint Peter,"2,530",https://www.worlddata.info/america/antigua-barbuda/index.php
Piggotts,Saint George,"1,880",https://www.worlddata.info/america/antigua-barbuda/index.php
Liberta,Saint Paul,"1,670",https://www.worlddata.info/america/antigua-barbuda/index.php
Bolands,Saint Mary,"1,660",https://www.worlddata.info/america/antigua-barbuda/index.php
Potters Village,Saint John,"1,430",https://www.worlddata.info/america/antigua-barbuda/index.php
Codrington,Barbuda,"1,330",https://www.worlddata.info/america/antigua-barbuda/index.php
Parham,Saint Peter,969,https://www.worlddata.info/america/antigua-barbuda/index.php
Falmouth,Saint Paul,619,https://www.worlddata.info/america/antigua-barbuda/index.php
Buenos Aires / Capital,Buenos Aires F.D.,"2,891,000",https://www.worlddata.info/america/argentina/index.php
Córdoba,Cordoba,"1,330,000",https://www.worlddata.info/america/argentina/index.php
Rosario,Santa Fe,"1,194,000",https://www.worlddata.info/america/argentina/index.php
Mendoza,Mendoza,"877,000",https://www.worlddata.info/america/argentina/index.php
San Miguel de Tucumán,Tucumán,"781,000",https://www.worlddata.info/america/argentina/index.php
La Plata,Buenos Aires,"694,000",https://www.worlddata.info/america/argentina/index.php
Mar del Plata,Buenos Aires,"554,000",https://www.worlddata.info/america/argentina/index.php
Quilmes,Buenos Aires,"519,000",https://www.worlddata.info/america/argentina/index.php
Salta,Salta,"513,000",https://www.worlddata.info/america/argentina/index.php
Santa Fe de la Vera Cruz,Santa Fe,"490,000",https://www.worlddata.info/america/argentina/index.php
San Juan,San Juan,"447,000",https://www.worlddata.info/america/argentina/index.php
Resistencia,Chaco,"387,000",https://www.worlddata.info/america/argentina/index.php
Santiago del Estero,Santiago del Estero,"355,000",https://www.worlddata.info/america/argentina/index.php
Corrientes,Corrientes,"339,000",https://www.worlddata.info/america/argentina/index.php
Posadas,Misiones,"324,000",https://www.worlddata.info/america/argentina/index.php
Morón,Buenos Aires,"320,000",https://www.worlddata.info/america/argentina/index.php
San Salvador de Jujuy,Jujuy,"306,000",https://www.worlddata.info/america/argentina/index.php
Paraná,Entre Rios,"262,000",https://www.worlddata.info/america/argentina/index.php
Neuquén,Neuquen,"242,000",https://www.worlddata.info/america/argentina/index.php
Formosa,Formosa,"221,000",https://www.worlddata.info/america/argentina/index.php
San Fernando del Valle de Catamarca,Catamarca,"189,000",https://www.worlddata.info/america/argentina/index.php
San Luis,San Luis,"184,000",https://www.worlddata.info/america/argentina/index.php
La Rioja,La Rioja,"163,000",https://www.worlddata.info/america/argentina/index.php
Santa Rosa,La Pampa,"111,000",https://www.worlddata.info/america/argentina/index.php
Río Gallegos,Santa Cruz,"86,000",https://www.worlddata.info/america/argentina/index.php
Ushuaia,Tierra del Fuego,"58,000",https://www.worlddata.info/america/argentina/index.php
Viedma,Rio Negro,"49,000",https://www.worlddata.info/america/argentina/index.php
Rawson,Chubut,"26,000",https://www.worlddata.info/america/argentina/index.php
Oranjestad / Capital,,"35,000",https://www.worlddata.info/america/aruba/index.php
Babijn,,"41,000",https://www.worlddata.info/america/aruba/index.php
Angochi,,"29,000",https://www.worlddata.info/america/aruba/index.php
Arasji,,"15,000",https://www.worlddata.info/america/aruba/index.php
Nassau / Capital,New Providence,"274,000",https://www.worlddata.info/america/bahamas/index.php
Lucaya,Freeport,"47,000",https://www.worlddata.info/america/bahamas/index.php
Freeport,Freeport,"27,000",https://www.worlddata.info/america/bahamas/index.php
West End,West Grand Bahama,"13,000",https://www.worlddata.info/america/bahamas/index.php
Cooper’s Town,North Abaco,"8,410",https://www.worlddata.info/america/bahamas/index.php
San Andros,North Andros,"7,800",https://www.worlddata.info/america/bahamas/index.php
George Town,Exuma,"7,310",https://www.worlddata.info/america/bahamas/index.php
Marsh Harbour,Central Abaco,"5,310",https://www.worlddata.info/america/bahamas/index.php
High Rock,East Grand Bahama,"3,740",https://www.worlddata.info/america/bahamas/index.php
Andros Town,North Andros,"2,460",https://www.worlddata.info/america/bahamas/index.php
Clarence Town,Long Island,"1,750",https://www.worlddata.info/america/bahamas/index.php
Dunmore Town,Harbour Island,"1,520",https://www.worlddata.info/america/bahamas/index.php
Spanish Wells,Spanish Wells,"1,500",https://www.worlddata.info/america/bahamas/index.php
Arthur’s Town,Cat Island,"1,180",https://www.worlddata.info/america/bahamas/index.php
Alice Town,Bimini,949,https://www.worlddata.info/america/bahamas/index.php
Cockburn Town,San Salvador,831,https://www.worlddata.info/america/bahamas/index.php
Matthew Town,Inagua,452,https://www.worlddata.info/america/bahamas/index.php
Colonel Hill,Crooked Island,240,https://www.worlddata.info/america/bahamas/index.php
Abraham’s Bay,Mayaguana,235,https://www.worlddata.info/america/bahamas/index.php
Port Nelson,Rum Cay,91,https://www.worlddata.info/america/bahamas/index.php
Duncan Town,Ragged Island,70,https://www.worlddata.info/america/bahamas/index.php
Bridgetown / Capital,Saint Michael,"110,000",https://www.worlddata.info/america/barbados/index.php
Speightstown,Saint Peter,"3,630",https://www.worlddata.info/america/barbados/index.php
Oistins,Christ Church,"2,290",https://www.worlddata.info/america/barbados/index.php
Bathsheba,Saint Joseph,"1,770",https://www.worlddata.info/america/barbados/index.php
Holetown,Saint James,"1,350",https://www.worlddata.info/america/barbados/index.php
Crane,Saint Philip,935,https://www.worlddata.info/america/barbados/index.php
Greenland,Saint Andrew,623,https://www.worlddata.info/america/barbados/index.php
Belmopan / Capital,Cayo,"16,000",https://www.worlddata.info/america/belize/index.php
Belize City,Belize,"61,000",https://www.worlddata.info/america/belize/index.php
San Ignacio,Cayo,"17,000",https://www.worlddata.info/america/belize/index.php
Orange Walk,Orange Walk,"15,000",https://www.worlddata.info/america/belize/index.php
Dangriga,Stann Creek,"11,000",https://www.worlddata.info/america/belize/index.php
Corozal,Corozal,"9,870",https://www.worlddata.info/america/belize/index.php
San Pedro,Belize,"8,420",https://www.worlddata.info/america/belize/index.php
Benque Viejo del Carmen,Cayo,"7,090",https://www.worlddata.info/america/belize/index.php
Punta Gorda,Toledo,"5,210",https://www.worlddata.info/america/belize/index.php
Placencia,Stann Creek,"4,300",https://www.worlddata.info/america/belize/index.php
Shipyard,Orange Walk,"3,520",https://www.worlddata.info/america/belize/index.php
Valley of Peace,Cayo,"1,810",https://www.worlddata.info/america/belize/index.php
Hamilton / Capital,,854,https://www.worlddata.info/america/bermuda/index.php
Saint George,,"3,400",https://www.worlddata.info/america/bermuda/index.php
Sucre / Capital,Chuquisaca,"300,000",https://www.worlddata.info/america/bolivia/index.php
La Paz / seat of government,La Paz,"813,000",https://www.worlddata.info/america/bolivia/index.php
Santa Cruz de la Sierra,Santa Cruz,"1,641,000",https://www.worlddata.info/america/bolivia/index.php
Cochabamba,Cochabamba,"631,000",https://www.worlddata.info/america/bolivia/index.php
Oruro,Oruro,"209,000",https://www.worlddata.info/america/bolivia/index.php
Tarija,Tarija,"159,000",https://www.worlddata.info/america/bolivia/index.php
Potosí,Potosí,"141,000",https://www.worlddata.info/america/bolivia/index.php
Montero,Santa Cruz,"89,000",https://www.worlddata.info/america/bolivia/index.php
Trinidad,El Beni,"84,000",https://www.worlddata.info/america/bolivia/index.php
Yacuiba,Tarija,"83,000",https://www.worlddata.info/america/bolivia/index.php
Riberalta,El Beni,"74,000",https://www.worlddata.info/america/bolivia/index.php
Guayaramerín,El Beni,"36,000",https://www.worlddata.info/america/bolivia/index.php
Mizque,Cochabamba,"30,000",https://www.worlddata.info/america/bolivia/index.php
Villazón,Potosí,"30,000",https://www.worlddata.info/america/bolivia/index.php
Llallagua,Potosí,"28,000",https://www.worlddata.info/america/bolivia/index.php
Camiri,Santa Cruz,"28,000",https://www.worlddata.info/america/bolivia/index.php
Cobija,Pando,"27,000",https://www.worlddata.info/america/bolivia/index.php
San Ignacio de Velasco,Santa Cruz,"24,000",https://www.worlddata.info/america/bolivia/index.php
Tupiza,Potosí,"22,000",https://www.worlddata.info/america/bolivia/index.php
San Borja,El Beni,"20,000",https://www.worlddata.info/america/bolivia/index.php
Villamontes,Tarija,"19,000",https://www.worlddata.info/america/bolivia/index.php
Huanuni,Oruro,"15,000",https://www.worlddata.info/america/bolivia/index.php
Camargo,Chuquisaca,"4,720",https://www.worlddata.info/america/bolivia/index.php
Coroico,La Paz,"2,360",https://www.worlddata.info/america/bolivia/index.php
Brasilia / Capital,Federal District,"2,912,000",https://www.worlddata.info/america/brazil/index.php
São Paulo,São Paulo,"12,142,000",https://www.worlddata.info/america/brazil/index.php
Rio de Janeiro,Rio de Janeiro,"6,748,000",https://www.worlddata.info/america/brazil/index.php
Salvador,Bahia,"2,872,000",https://www.worlddata.info/america/brazil/index.php
Fortaleza,Ceará,"2,669,000",https://www.worlddata.info/america/brazil/index.php
Belo Horizonte,Minas Gerais,"2,512,000",https://www.worlddata.info/america/brazil/index.php
Manaus,Amazonas,"2,172,000",https://www.worlddata.info/america/brazil/index.php
Curitiba,Paraná,"1,949,000",https://www.worlddata.info/america/brazil/index.php
Recife,Pernambuco,"1,646,000",https://www.worlddata.info/america/brazil/index.php
Goiânia,Goiás,"1,510,000",https://www.worlddata.info/america/brazil/index.php
Porto Alegre,Rio Grande do Sul,"1,484,000",https://www.worlddata.info/america/brazil/index.php
Belém,Pará,"1,480,000",https://www.worlddata.info/america/brazil/index.php
Guarulhos,São Paulo,"1,379,000",https://www.worlddata.info/america/brazil/index.php
Campinas,São Paulo,"1,183,000",https://www.worlddata.info/america/brazil/index.php
São Luís,Maranhão,"1,041,000",https://www.worlddata.info/america/brazil/index.php
Maceió,Alagoas,"1,018,000",https://www.worlddata.info/america/brazil/index.php
Natal,Rio Grande do Norte,"884,000",https://www.worlddata.info/america/brazil/index.php
Campo Grande,Mato Grosso do Sul,"884,000",https://www.worlddata.info/america/brazil/index.php
Teresina,Piauí,"815,000",https://www.worlddata.info/america/brazil/index.php
João Pessoa,Paraiba,"806,000",https://www.worlddata.info/america/brazil/index.php
Aracaju,Sergipe,"571,000",https://www.worlddata.info/america/brazil/index.php
Porto Velho,Rondônia,"483,000",https://www.worlddata.info/america/brazil/index.php
Florianópolis,Santa Catarina,"482,000",https://www.worlddata.info/america/brazil/index.php
Macapá,Amapá,"482,000",https://www.worlddata.info/america/brazil/index.php
Rio Branco,Acre,"309,000",https://www.worlddata.info/america/brazil/index.php
Boa Vista,Roraima,"278,000",https://www.worlddata.info/america/brazil/index.php
Cuiabá,Mato Grosso,"221,000",https://www.worlddata.info/america/brazil/index.php
Palmas,Tocantins,"217,000",https://www.worlddata.info/america/brazil/index.php
Vitória,Espírito Santo,"212,000",https://www.worlddata.info/america/brazil/index.php
,,,https://www.worlddata.info/america/british-virgin-islands/index.php
Ottawa / Capital,Ontario,"1,029,000",https://www.worlddata.info/america/canada/index.php
Toronto,Ontario,"2,966,000",https://www.worlddata.info/america/canada/index.php
Montréal,Quebec,"1,784,000",https://www.worlddata.info/america/canada/index.php
Calgary,Alberta,"1,335,000",https://www.worlddata.info/america/canada/index.php
Edmonton,Alberta,"1,025,000",https://www.worlddata.info/america/canada/index.php
Mississauga,Ontario,"769,000",https://www.worlddata.info/america/canada/index.php
Winnipeg,Manitoba,"764,000",https://www.worlddata.info/america/canada/index.php
Brampton,Ontario,"697,000",https://www.worlddata.info/america/canada/index.php
Vancouver,British Columbia,"686,000",https://www.worlddata.info/america/canada/index.php
Surrey,British Columbia,"585,000",https://www.worlddata.info/america/canada/index.php
Hamilton,Ontario,"574,000",https://www.worlddata.info/america/canada/index.php
Québec,Quebec,"546,000",https://www.worlddata.info/america/canada/index.php
Halifax,Nova Scotia,"440,000",https://www.worlddata.info/america/canada/index.php
Laval,Quebec,"439,000",https://www.worlddata.info/america/canada/index.php
Gatineau,Quebec,"288,000",https://www.worlddata.info/america/canada/index.php
Saskatoon,Saskatchewan,"275,000",https://www.worlddata.info/america/canada/index.php
Burnaby,British Columbia,"253,000",https://www.worlddata.info/america/canada/index.php
Regina,Saskatchewan,"237,000",https://www.worlddata.info/america/canada/index.php
St. John's,Newfoundland and Labrador,"111,000",https://www.worlddata.info/america/canada/index.php
Victoria,British Columbia,"94,000",https://www.worlddata.info/america/canada/index.php
Fredericton,New Brunswick,"52,000",https://www.worlddata.info/america/canada/index.php
Charlottetown,Prince Edward Island,"42,000",https://www.worlddata.info/america/canada/index.php
Whitehorse,Yukon,"23,000",https://www.worlddata.info/america/canada/index.php
Yellowknife,Northwest Territories,"16,000",https://www.worlddata.info/america/canada/index.php
Iqaluit,Nunavut,"6,120",https://www.worlddata.info/america/canada/index.php
George Town / Capital,,"28,000",https://www.worlddata.info/america/cayman-islands/index.php
West Bay,,"11,000",https://www.worlddata.info/america/cayman-islands/index.php
Bodden Town,,"10,000",https://www.worlddata.info/america/cayman-islands/index.php
East End,,"1,640",https://www.worlddata.info/america/cayman-islands/index.php
North Side,,"1,180",https://www.worlddata.info/america/cayman-islands/index.php
Santiago / Capital,Santiago Metropolitan,"6,269,000",https://www.worlddata.info/america/chile/index.php
Puente Alto,Santiago Metropolitan,"646,000",https://www.worlddata.info/america/chile/index.php
Antofagasta,Antofagasta,"426,000",https://www.worlddata.info/america/chile/index.php
Viña del Mar,Valparaíso,"361,000",https://www.worlddata.info/america/chile/index.php
San Bernardo,Santiago Metropolitan,"335,000",https://www.worlddata.info/america/chile/index.php
Valparaíso,Valparaíso,"316,000",https://www.worlddata.info/america/chile/index.php
Temuco,Araucanía,"303,000",https://www.worlddata.info/america/chile/index.php
Rancagua,O'Higgins,"265,000",https://www.worlddata.info/america/chile/index.php
Coquimbo,Coquimbo,"257,000",https://www.worlddata.info/america/chile/index.php
La Serena,Coquimbo,"250,000",https://www.worlddata.info/america/chile/index.php
Arica,Arica y Parinacota,"248,000",https://www.worlddata.info/america/chile/index.php
Concepción,Biobío,"238,000",https://www.worlddata.info/america/chile/index.php
Talca,Maule,"237,000",https://www.worlddata.info/america/chile/index.php
Iquique,Tarapacá,"223,000",https://www.worlddata.info/america/chile/index.php
Los Ángeles,Biobío,"219,000",https://www.worlddata.info/america/chile/index.php
Puerto Montt,Los Lagos,"213,000",https://www.worlddata.info/america/chile/index.php
Chillán,Biobío,"199,000",https://www.worlddata.info/america/chile/index.php
Calama,Antofagasta,"190,000",https://www.worlddata.info/america/chile/index.php
La Pintana,Santiago Metropolitan,"189,000",https://www.worlddata.info/america/chile/index.php
Valdivia,Los Ríos,"177,000",https://www.worlddata.info/america/chile/index.php
Osorno,Los Lagos,"173,000",https://www.worlddata.info/america/chile/index.php
Copiapó,Atacama,"172,000",https://www.worlddata.info/america/chile/index.php
Quilpué,Valparaíso,"167,000",https://www.worlddata.info/america/chile/index.php
Talcahuano,Biobío,"158,000",https://www.worlddata.info/america/chile/index.php
Punta Arenas,Magallanes,"142,000",https://www.worlddata.info/america/chile/index.php
Villa Alemana,Valparaíso,"139,000",https://www.worlddata.info/america/chile/index.php
Coihaique,Aisén,"46,000",https://www.worlddata.info/america/chile/index.php
Bogota / Capital,Andes,"7,413,000",https://www.worlddata.info/america/colombia/index.php
Medellín,Andes,"2,569,000",https://www.worlddata.info/america/colombia/index.php
Cali,Pacific Coast,"2,228,000",https://www.worlddata.info/america/colombia/index.php
Barranquilla,Caribbean Coast,"1,149,000",https://www.worlddata.info/america/colombia/index.php
Cartagena,Caribbean Coast,"972,000",https://www.worlddata.info/america/colombia/index.php
Cúcuta,Andes,"566,000",https://www.worlddata.info/america/colombia/index.php
Bucaramanga,Andes,"503,000",https://www.worlddata.info/america/colombia/index.php
Ibagué,Andes,"466,000",https://www.worlddata.info/america/colombia/index.php
Soledad,Caribbean Coast,"455,000",https://www.worlddata.info/america/colombia/index.php
Soacha,Andes,"393,000",https://www.worlddata.info/america/colombia/index.php
Santa Marta,Caribbean Coast,"384,000",https://www.worlddata.info/america/colombia/index.php
Villavicencio,Orinoco,"361,000",https://www.worlddata.info/america/colombia/index.php
Pereira,Andes,"359,000",https://www.worlddata.info/america/colombia/index.php
Manizales,Andes,"343,000",https://www.worlddata.info/america/colombia/index.php
Pasto,Pacific Coast,"313,000",https://www.worlddata.info/america/colombia/index.php
Neiva,Andes,"295,000",https://www.worlddata.info/america/colombia/index.php
Valledupar,Caribbean Coast,"295,000",https://www.worlddata.info/america/colombia/index.php
Buenaventura,Pacific Coast,"290,000",https://www.worlddata.info/america/colombia/index.php
Montería,Caribbean Coast,"288,000",https://www.worlddata.info/america/colombia/index.php
Armenia,Andes,"265,000",https://www.worlddata.info/america/colombia/index.php
Popayán,Pacific Coast,"228,000",https://www.worlddata.info/america/colombia/index.php
Sincelejo,Caribbean Coast,"218,000",https://www.worlddata.info/america/colombia/index.php
Florencia,Amazonia,"120,000",https://www.worlddata.info/america/colombia/index.php
San José / Capital,San José,"347,000",https://www.worlddata.info/america/costa-rica/index.php
Alajuela,Alajuela,"314,000",https://www.worlddata.info/america/costa-rica/index.php
Desamparados,Alajuela,"245,000",https://www.worlddata.info/america/costa-rica/index.php
Cartago,Cartago,"164,000",https://www.worlddata.info/america/costa-rica/index.php
Heredia,Heredia,"143,000",https://www.worlddata.info/america/costa-rica/index.php
Puntarenas,Puntarenas,"140,000",https://www.worlddata.info/america/costa-rica/index.php
Limón,Limón,"100,000",https://www.worlddata.info/america/costa-rica/index.php
Alajuelita,San José,"95,000",https://www.worlddata.info/america/costa-rica/index.php
San Francisco,Heredia,"56,000",https://www.worlddata.info/america/costa-rica/index.php
Liberia,Guanacaste,"45,000",https://www.worlddata.info/america/costa-rica/index.php
Paraíso,Cartago,"40,000",https://www.worlddata.info/america/costa-rica/index.php
San Isidro,San José,"35,000",https://www.worlddata.info/america/costa-rica/index.php
Curridabat,San José,"35,000",https://www.worlddata.info/america/costa-rica/index.php
San Vicente de Moravia,San José,"34,000",https://www.worlddata.info/america/costa-rica/index.php
San José,Alajuela,"31,000",https://www.worlddata.info/america/costa-rica/index.php
Turrialba,Cartago,"29,000",https://www.worlddata.info/america/costa-rica/index.php
Quesada,Alajuela,"27,000",https://www.worlddata.info/america/costa-rica/index.php
Chacarita,Puntarenas,"26,000",https://www.worlddata.info/america/costa-rica/index.php
Mercedes,Heredia,"26,000",https://www.worlddata.info/america/costa-rica/index.php
Havana / Capital,La Habana,"2,132,000",https://www.worlddata.info/america/cuba/index.php
Santiago de Cuba,Santiago de Cuba,"433,000",https://www.worlddata.info/america/cuba/index.php
Camagüey,Camagüey,"310,000",https://www.worlddata.info/america/cuba/index.php
Holguín,Holguín,"298,000",https://www.worlddata.info/america/cuba/index.php
Santa Clara,Villa Clara,"217,000",https://www.worlddata.info/america/cuba/index.php
Guantánamo,Guantánamo,"216,000",https://www.worlddata.info/america/cuba/index.php
Arroyo Naranjo,La Habana,"210,000",https://www.worlddata.info/america/cuba/index.php
Las Tunas,Las Tunas,"174,000",https://www.worlddata.info/america/cuba/index.php
Bayamo,Granma,"160,000",https://www.worlddata.info/america/cuba/index.php
Cienfuegos,Cienfuegos,"152,000",https://www.worlddata.info/america/cuba/index.php
Pinar del Río,Pinar del Río,"145,000",https://www.worlddata.info/america/cuba/index.php
Matanzas,Matanzas,"144,000",https://www.worlddata.info/america/cuba/index.php
Manzanillo,Granma,"128,000",https://www.worlddata.info/america/cuba/index.php
Ciego de Ávila,Ciego de Ávila,"121,000",https://www.worlddata.info/america/cuba/index.php
Sancti Spíritus,Sancti Spíritus,"109,000",https://www.worlddata.info/america/cuba/index.php
Palma Soriano,Santiago de Cuba,"103,000",https://www.worlddata.info/america/cuba/index.php
Cárdenas,Matanzas,"99,000",https://www.worlddata.info/america/cuba/index.php
Moa,Holguín,"93,000",https://www.worlddata.info/america/cuba/index.php
Puerto Padre,Las Tunas,"77,000",https://www.worlddata.info/america/cuba/index.php
Contramaestre,Santiago de Cuba,"70,000",https://www.worlddata.info/america/cuba/index.php
Güira de Melena,Artemisa,"70,000",https://www.worlddata.info/america/cuba/index.php
Consolación del Sur,Pinar del Río,"70,000",https://www.worlddata.info/america/cuba/index.php
Güines,"","69,000",https://www.worlddata.info/america/cuba/index.php
Artemisa,Artemisa,"68,000",https://www.worlddata.info/america/cuba/index.php
San Luis,Santiago de Cuba,"67,000",https://www.worlddata.info/america/cuba/index.php
Morón,Ciego de Ávila,"66,000",https://www.worlddata.info/america/cuba/index.php
Colón,Matanzas,"64,000",https://www.worlddata.info/america/cuba/index.php
San José de las Lajas,Mayabeque,"55,000",https://www.worlddata.info/america/cuba/index.php
Nueva Gerona,Isla de la Juventud,"20,000",https://www.worlddata.info/america/cuba/index.php
Willemstad / Capital,,"150,000",https://www.worlddata.info/america/curacao/index.php
Sint Michiel Liber,,"5,140",https://www.worlddata.info/america/curacao/index.php
Barber,,"2,420",https://www.worlddata.info/america/curacao/index.php
Dorp Soto,,"1,990",https://www.worlddata.info/america/curacao/index.php
Newport,,"1,940",https://www.worlddata.info/america/curacao/index.php
Roseau / Capital,,"17,000",https://www.worlddata.info/america/dominica/index.php
Portsmouth,,"3,630",https://www.worlddata.info/america/dominica/index.php
Marigot,,"2,670",https://www.worlddata.info/america/dominica/index.php
Berekua,,"2,610",https://www.worlddata.info/america/dominica/index.php
Mahaut,,"2,370",https://www.worlddata.info/america/dominica/index.php
Saint Joseph,,"2,180",https://www.worlddata.info/america/dominica/index.php
Wesley,,"1,930",https://www.worlddata.info/america/dominica/index.php
Soufrière,,"1,420",https://www.worlddata.info/america/dominica/index.php
Salisbury,,"1,410",https://www.worlddata.info/america/dominica/index.php
Castle Bruce,,"1,390",https://www.worlddata.info/america/dominica/index.php
La Plaine,,"1,330",https://www.worlddata.info/america/dominica/index.php
Pointe Michel,,"1,200",https://www.worlddata.info/america/dominica/index.php
Colihaut,,890,https://www.worlddata.info/america/dominica/index.php
Rosalie,,802,https://www.worlddata.info/america/dominica/index.php
Pont Cassé,,702,https://www.worlddata.info/america/dominica/index.php
Santo Domingo / Capital,Ozama,"965,000",https://www.worlddata.info/america/dominican-republic/index.php
Santo Domingo Oeste,Ozama,"701,000",https://www.worlddata.info/america/dominican-republic/index.php
Santiago de los Caballeros,Cibao,"691,000",https://www.worlddata.info/america/dominican-republic/index.php
San Pedro de Macorís,Higuamo,"185,000",https://www.worlddata.info/america/dominican-republic/index.php
Salvaleón de Higüey,Yuma,"148,000",https://www.worlddata.info/america/dominican-republic/index.php
San Cristóbal,Valdesia,"138,000",https://www.worlddata.info/america/dominican-republic/index.php
La Romana,Yuma,"128,000",https://www.worlddata.info/america/dominican-republic/index.php
San Francisco de Macorís,Cibao,"125,000",https://www.worlddata.info/america/dominican-republic/index.php
Puerto Plata,Cibao,"118,000",https://www.worlddata.info/america/dominican-republic/index.php
Concepción de La Vega,Cibao,"105,000",https://www.worlddata.info/america/dominican-republic/index.php
Punta Cana,El Valle,"100,000",https://www.worlddata.info/america/dominican-republic/index.php
Santa Cruz de Barahona,Enriquillo,"77,000",https://www.worlddata.info/america/dominican-republic/index.php
Boca Chica,Ozama,"76,000",https://www.worlddata.info/america/dominican-republic/index.php
Baní,Valdesia,"72,000",https://www.worlddata.info/america/dominican-republic/index.php
San Juan de la Maguana,El Valle,"71,000",https://www.worlddata.info/america/dominican-republic/index.php
Bonao,Cibao,"69,000",https://www.worlddata.info/america/dominican-republic/index.php
Bajos de Haina,Valdesia,"67,000",https://www.worlddata.info/america/dominican-republic/index.php
Moca,Cibao,"65,000",https://www.worlddata.info/america/dominican-republic/index.php
Azua,Valdesia,"59,000",https://www.worlddata.info/america/dominican-republic/index.php
Mao,Cibao,"48,000",https://www.worlddata.info/america/dominican-republic/index.php
Salcedo,Cibao,"45,000",https://www.worlddata.info/america/dominican-republic/index.php
Cotuí,Cibao,"42,000",https://www.worlddata.info/america/dominican-republic/index.php
Hato Mayor del Rey,Higuamo,"36,000",https://www.worlddata.info/america/dominican-republic/index.php
Nagua,Cibao,"34,000",https://www.worlddata.info/america/dominican-republic/index.php
Quito / Capital,Pichincha,"2,011,000",https://www.worlddata.info/america/ecuador/index.php
Guayaquil,Guayas,"2,698,000",https://www.worlddata.info/america/ecuador/index.php
Cuenca,Azuay,"332,000",https://www.worlddata.info/america/ecuador/index.php
Santa Elena,Santa Elena,"306,000",https://www.worlddata.info/america/ecuador/index.php
Machala,El Oro,"242,000",https://www.worlddata.info/america/ecuador/index.php
Santo Domingo de los Colorados,Santo Domingo de los Tsáchilas,"228,000",https://www.worlddata.info/america/ecuador/index.php
Portoviejo,Manabí,"223,000",https://www.worlddata.info/america/ecuador/index.php
Manta,Manabí,"221,000",https://www.worlddata.info/america/ecuador/index.php
Loja,Loja,"181,000",https://www.worlddata.info/america/ecuador/index.php
Ambato,Tungurahua,"179,000",https://www.worlddata.info/america/ecuador/index.php
Eloy Alfaro,Guayas,"168,000",https://www.worlddata.info/america/ecuador/index.php
Esmeraldas,Esmeraldas,"162,000",https://www.worlddata.info/america/ecuador/index.php
Quevedo,Los Ríos,"159,000",https://www.worlddata.info/america/ecuador/index.php
Riobamba,Chimborazo,"157,000",https://www.worlddata.info/america/ecuador/index.php
Tutamandahostel,Pichincha,"140,000",https://www.worlddata.info/america/ecuador/index.php
